l,branch_name,from_bus,to_bus,suscept,available
1,Branch_1,4365,4456,143.67816091954023,1
2,Branch_2,3332,4285,2000.0,1
3,Branch_3,3067,3081,2000.0,1
4,Branch_4,3724,3988,51.4668039114771,1
5,Branch_5,2956,3482,127.2264631043257,1
6,Branch_6,3170,3369,89.28571428571429,1
7,Branch_7,8787,8954,2000.0,1
8,Branch_8,5312,5400,67.24949562878278,1
9,Branch_9,5312,5489,72.67441860465117,1
10,Branch_10,5312,5343,129.5336787564767,1
11,Branch_11,3741,4669,2000.0,1
12,Branch_12,2003,2027,28.153153153153152,1
13,Branch_13,3789,4649,1123.5955056179776,1
14,Branch_14,3789,3964,182.4817518248175,1
15,Branch_15,2819,3915,159.4896331738437,1
16,Branch_16,3573,3642,77.22007722007721,1
17,Branch_17,3573,4311,96.43201542912247,1
18,Branch_18,3034,3573,138.69625520110958,1
19,Branch_19,3034,3377,87.71929824561404,1
20,Branch_20,3377,3915,107.29613733905579,1
21,Branch_24,3576,4563,57.93742757821553,1
22,Branch_25,3576,3642,74.96251874062969,1
23,Branch_26,1803,2484,11.723329425556859,1
24,Branch_27,4386,4649,289.8550724637681,1
25,Branch_28,2688,4563,36.205648081100655,1
26,Branch_29,3126,3858,112.73957158962796,1
27,Branch_30,3703,3858,75.24454477050413,1
28,Branch_31,3126,3246,58.75440658049354,1
29,Branch_32,2688,3858,50.53057099545225,1
30,Branch_33,2853,4563,28.951939779965258,1
31,Branch_35,3770,4563,46.403712296983755,1
32,Branch_36,3770,4256,18.96453631708705,1
33,Branch_38,2069,2379,342.4657534246575,1
34,Branch_39,3367,4045,160.0,1
35,Branch_40,4497,4615,256.4102564102564,1
36,Branch_41,3435,4045,649.3506493506494,1
37,Branch_42,3435,3682,1639.344262295082,1
38,Branch_43,3682,4615,156.49452269170578,1
39,Branch_47,2173,2489,117.78563015312132,1
40,Branch_48,3367,4046,150.6024096385542,1
41,Branch_49,3681,4499,97.18172983479106,1
42,Branch_50,3681,4025,826.4462809917355,1
43,Branch_51,4025,4046,793.6507936507936,1
44,Branch_56,3565,5038,112.61261261261261,1
45,Branch_59,3444,4439,207.0393374741201,1
46,Branch_60,3329,4001,78.98894154818325,1
47,Branch_61,3562,3738,230.4147465437788,1
48,Branch_62,4455,4797,434.7826086956522,1
49,Branch_63,3329,3762,115.2073732718894,1
50,Branch_64,3381,3762,346.02076124567475,1
51,Branch_65,3091,3381,134.2281879194631,1
52,Branch_66,3960,4439,166.9449081803005,1
53,Branch_67,3738,4584,291.5451895043732,1
54,Branch_68,3831,4584,980.3921568627451,1
55,Branch_70,3960,4001,200.40080160320642,1
56,Branch_71,3348,4001,165.56291390728478,1
57,Branch_72,4584,4797,107.9913606911447,1
58,Branch_73,2736,3381,50.25125628140704,1
59,Branch_74,4440,5038,126.90355329949239,1
60,Branch_75,3564,5038,138.50415512465375,1
61,Branch_77,1927,2575,76.21951219512195,1
62,Branch_78,4209,4386,283.28611898017,1
63,Branch_79,4209,4456,118.48341232227489,1
64,Branch_80,3832,4583,980.3921568627451,1
65,Branch_81,3961,4002,200.40080160320642,1
66,Branch_83,4002,4160,80.84074373484236,1
67,Branch_84,3367,4189,201.61290322580646,1
68,Branch_85,3615,4583,222.22222222222223,1
69,Branch_87,3737,4583,291.5451895043732,1
70,Branch_88,3563,3737,230.4147465437788,1
71,Branch_89,3563,3644,222.22222222222223,1
72,Branch_90,4160,4189,177.3049645390071,1
73,Branch_91,2940,4189,248.75621890547265,1
74,Branch_92,3347,4002,165.56291390728478,1
75,Branch_93,2726,3615,2000.0,1
76,Branch_94,2726,4798,163.3986928104575,1
77,Branch_95,4455,4798,434.7826086956522,1
78,Branch_96,3443,3737,840.3361344537815,1
79,Branch_97,3443,5038,2000.0,1
80,Branch_98,2735,3298,59.73715651135006,1
