gen,generator_name,n,cap
1,GN_1,2390,
2,GN_2,2391,
3,GN_14,9160,194.2
4,GN_17,4969,
5,GN_21,7985,
6,GN_22,7985,
7,GN_30,5991,
8,GN_31,1203,36.0
9,GN_36,1208,
10,GN_38,1204,90.12875536
11,GN_40,4911,
12,GN_42,4911,
13,GN_44,4912,
14,GN_45,4912,
15,GN_46,4912,
16,GN_51,8046,
17,GN_57,6360,
18,GN_59,2753,
19,GN_63,2756,
20,GN_64,2754,
21,GN_70,2731,
22,GN_71,2732,
23,GN_72,2732,
24,GN_73,7439,
25,GN_77,5301,20.0
26,GN_82,6340,
27,GN_95,291,62.0
28,GN_98,7752,
29,GN_102,9416,
30,GN_104,7379,
31,GN_110,955,
32,GN_111,7833,
33,GN_112,7834,
34,GN_115,493,51.0
35,GN_138,9228,
36,GN_141,9047,
37,GN_145,5545,
38,GN_146,5544,
39,GN_154,5043,
40,GN_162,4222,176.803088832
41,GN_163,4221,178.0
42,GN_164,4223,94.241666579
43,GN_165,4220,222.393822336
44,GN_167,1991,168.749034961
45,GN_174,1995,48.0
46,GN_180,7988,
47,GN_181,9147,
48,GN_184,7955,
49,GN_185,7958,
50,GN_189,5564,
51,GN_198,538,51.0
52,GN_199,539,48.4
53,GN_204,5934,
54,GN_205,5931,
55,GN_210,5829,
56,GN_225,1393,28.375
57,GN_227,1394,28.375
58,GN_228,1397,113.5
59,GN_232,8114,154.023696396
60,GN_237,2432,785.0
61,GN_242,341,43.0
62,GN_248,7772,
63,GN_255,6409,
64,GN_262,5598,
65,GN_263,5595,
66,GN_271,308,328.161699955
67,GN_272,309,333.8419967625
68,GN_277,666,121.0625
69,GN_278,661,122.2875
70,GN_285,1098,708.0
71,GN_286,1106,740.0
72,GN_287,8213,144.4093686
73,GN_290,7708,
74,GN_291,7708,
75,GN_298,7577,
76,GN_306,1416,298.85
77,GN_307,1419,257.15
78,GN_321,2846,
79,GN_324,9221,
80,GN_330,4989,
81,GN_331,4989,
82,GN_336,7707,
83,GN_341,6461,0.0
84,GN_343,2955,1227.0
85,GN_346,581,
86,GN_350,2773,
87,GN_353,6077,
88,GN_362,516,
89,GN_369,546,
90,GN_373,951,
91,GN_376,3393,
92,GN_378,3393,
93,GN_381,3389,81.3
94,GN_383,8814,
95,GN_384,8230,
96,GN_387,1365,189.506750664
97,GN_393,2468,54.0
98,GN_395,2469,54.0
99,GN_401,9361,
100,GN_406,6266,
101,GN_412,1539,37.76119402
102,GN_413,1538,67.9675
103,GN_415,9191,
104,GN_416,9192,
105,GN_426,9000,
106,GN_430,687,
107,GN_442,7495,
108,GN_444,7492,
109,GN_453,8228,
110,GN_455,2382,
111,GN_456,2407,
112,GN_457,7053,163.7
113,GN_459,6223,
114,GN_463,6812,
115,GN_464,4934,
116,GN_467,8013,
