gen,generator_name,n,cap
1,GN_2,2328,
2,GN_3,2328,
3,GN_16,1154,
4,GN_17,4888,
5,GN_20,1665,
6,GN_21,7819,
7,GN_23,9562,
8,GN_33,1124,4.941860475
9,GN_40,4803,
10,GN_43,4803,
11,GN_46,4804,
12,GN_47,6757,
13,GN_49,6757,
14,GN_50,6758,
15,GN_52,632,
16,GN_53,6779,
17,GN_64,4828,
18,GN_65,4828,
19,GN_72,4788,
20,GN_75,5070,
21,GN_77,5600,20.0
22,GN_82,6700,
23,GN_85,9848,
24,GN_91,1160,40.0
25,GN_95,180,62.0
26,GN_97,182,64.3
27,GN_100,4790,
28,GN_101,4791,
29,GN_105,8823,
30,GN_106,2109,169.3491429708
31,GN_108,2107,258.0017140584
32,GN_109,6725,
33,GN_116,388,51.0
34,GN_134,9935,
35,GN_139,9728,
36,GN_141,9540,
37,GN_142,9540,
38,GN_144,9541,
39,GN_151,5350,
40,GN_152,5349,
41,GN_155,8536,
42,GN_160,6843,
43,GN_161,3995,176.803088832
44,GN_164,4000,94.241666579
45,GN_165,3997,222.393822336
46,GN_167,1904,168.749034961
47,GN_170,1905,
48,GN_176,1910,47.0
49,GN_178,6388,
50,GN_183,7804,
51,GN_188,5866,
52,GN_189,5866,
53,GN_190,5867,
54,GN_192,1656,135.84375
55,GN_199,431,48.4
56,GN_201,433,51.0
57,GN_205,6256,
58,GN_208,4651,
59,GN_222,1377,229.394285952
60,GN_223,410,
61,GN_229,7015,292.0
62,GN_230,7017,312.952606587
63,GN_233,7748,
64,GN_236,2395,560.0
65,GN_240,2399,420.0
66,GN_247,6838,
67,GN_252,6770,
68,GN_254,6771,
69,GN_256,6772,
70,GN_262,5907,
71,GN_264,6266,9.4
72,GN_269,8612,
73,GN_270,6831,
74,GN_272,198,333.8419967625
75,GN_274,570,121.0625
76,GN_276,573,30.0
77,GN_285,1014,708.0
78,GN_287,7116,144.4093686
79,GN_288,7114,144.4093686
80,GN_291,7619,
81,GN_294,6647,
82,GN_300,236,44.0
83,GN_305,1334,244.0
84,GN_307,1338,257.15
85,GN_308,1340,314.0
86,GN_319,5044,
87,GN_322,4121,
88,GN_324,9721,
89,GN_327,6997,
90,GN_328,4922,
91,GN_329,4922,
92,GN_336,7618,
93,GN_338,6697,
94,GN_340,6698,
95,GN_343,5205,1227.0
96,GN_346,472,
97,GN_348,8925,
98,GN_357,1763,
99,GN_358,1683,179.52069717
100,GN_359,1681,180.642701405
101,GN_362,408,
102,GN_363,409,
103,GN_371,440,
104,GN_373,863,
105,GN_380,3150,81.5
106,GN_385,7591,
107,GN_386,1280,208.479747231
108,GN_388,1283,189.506750664
109,GN_392,2446,54.0
110,GN_398,5334,56.5
111,GN_410,1461,72.3525
112,GN_417,4929,
113,GN_422,9912,
114,GN_429,589,0.0
115,GN_430,592,
116,GN_433,583,25.4
117,GN_437,591,0.0
118,GN_442,8966,
119,GN_459,6580,
120,GN_460,8946,
121,GN_463,8187,
122,GN_464,4847,
123,GN_465,5998,
124,GN_471,5018,
125,GN_474,3956,
126,GN_477,4899,
127,GN_479,4899,
128,GN_484,8891,
129,GN_493,1410,14.95
130,GN_496,1403,3.75
131,GN_497,1406,9.8
132,GN_507,6990,
133,GN_509,8318,
134,GN_512,4892,
135,GN_513,4893,
136,GN_514,6558,257.0
137,GN_515,6559,183.953488175
138,GN_520,4945,
139,GN_522,4943,
140,GN_524,8013,
141,GN_528,8933,
142,GN_531,6621,
143,GN_535,1478,0.0
144,GN_536,1499,0.0
145,GN_540,1507,15.0
146,GN_542,1480,26.50306752
147,GN_543,1482,40.0
148,GN_544,1484,0.6991304342
149,GN_546,1487,25.5223881
