l,branch_name,from_bus,to_bus,suscept,available
1,Branch_1,4966,5062,143.67816091954023,1
2,Branch_2,4881,6461,2000.0,1
3,Branch_3,6189,6207,2000.0,1
4,Branch_4,4308,4574,51.4668039114771,1
5,Branch_5,6076,6608,127.2264631043257,1
6,Branch_6,6298,6497,89.28571428571429,1
7,Branch_7,8450,8620,2000.0,1
8,Branch_8,2825,3266,67.24949562878278,1
9,Branch_9,2912,3266,72.67441860465117,1
10,Branch_10,3266,3296,129.5336787564767,1
11,Branch_11,4321,5289,2000.0,1
12,Branch_12,2745,2768,28.153153153153152,1
13,Branch_13,4369,5268,1123.5955056179776,1
14,Branch_14,4369,4550,182.4817518248175,1
15,Branch_15,4502,5791,159.4896331738437,1
16,Branch_17,4907,6695,96.43201542912247,1
17,Branch_18,6155,6695,138.69625520110958,1
18,Branch_19,6155,6506,87.71929824561404,1
19,Branch_20,4502,6506,107.29613733905579,1
20,Branch_22,5908,6766,107.75862068965517,1
21,Branch_23,5908,6695,375.9398496240602,1
22,Branch_24,5177,6699,57.93742757821553,1
23,Branch_25,6699,6766,74.96251874062969,1
24,Branch_26,2298,2526,11.723329425556859,1
25,Branch_27,4988,5268,289.8550724637681,1
26,Branch_28,5177,5523,36.205648081100655,1
27,Branch_29,4441,6256,112.73957158962796,1
28,Branch_30,4286,4441,75.24454477050413,1
29,Branch_31,6256,6374,58.75440658049354,1
30,Branch_32,4441,5523,50.53057099545225,1
31,Branch_33,5177,5869,28.951939779965258,1
32,Branch_35,4349,5177,46.403712296983755,1
33,Branch_36,4349,4852,18.96453631708705,1
34,Branch_38,1824,2151,342.4657534246575,1
35,Branch_39,4631,6494,160.0,1
36,Branch_40,5114,5234,256.4102564102564,1
37,Branch_41,4631,6566,649.3506493506494,1
38,Branch_42,4264,6566,1639.344262295082,1
39,Branch_43,4264,5234,156.49452269170578,1
40,Branch_47,1934,2303,117.78563015312132,1
41,Branch_49,4263,5116,97.18172983479106,1
42,Branch_50,4263,4611,826.4462809917355,1
43,Branch_51,4611,4632,793.6507936507936,1
44,Branch_52,5987,6494,150.37593984962405,1
45,Branch_53,4632,5987,1075.268817204301,1
46,Branch_56,5905,5964,157.48031496062993,1
47,Branch_57,5964,6687,1282.051282051282,1
48,Branch_58,5964,6768,268.81720430107526,1
49,Branch_60,4587,6458,78.98894154818325,1
50,Branch_63,4340,6458,115.2073732718894,1
51,Branch_64,4340,6510,346.02076124567475,1
52,Branch_65,6220,6510,134.2281879194631,1
53,Branch_66,4547,5044,166.9449081803005,1
54,Branch_70,4547,4587,200.40080160320642,1
55,Branch_71,4587,6478,165.56291390728478,1
56,Branch_73,5622,6510,50.25125628140704,1
57,Branch_74,5044,5905,126.90355329949239,1
58,Branch_75,5905,5963,157.48031496062993,1
59,Branch_76,5963,6686,1562.5,1
60,Branch_77,2396,2659,76.21951219512195,1
61,Branch_78,4804,4988,283.28611898017,1
62,Branch_79,4804,5062,118.48341232227489,1
63,Branch_80,4415,5200,980.3921568627451,1
64,Branch_85,5200,6739,222.22222222222223,1
65,Branch_87,5200,6573,166.11295681063123,1
66,Branch_93,5601,6739,2000.0,1
67,Branch_94,5496,5601,163.3986928104575,1
68,Branch_95,5060,5496,434.7826086956522,1
69,Branch_97,5905,6573,2000.0,1
70,Branch_98,5621,6428,59.73715651135006,1
71,Branch_99,5202,5621,55.40166204986149,1
72,Branch_100,5015,5060,98.91196834817013,1
73,Branch_101,4653,5015,59.171597633136095,1
74,Branch_102,4653,4944,58.445353594389246,1
75,Branch_103,5202,6507,163.3986928104575,1
76,Branch_104,4944,5621,37.764350453172206,1
77,Branch_105,5349,5356,276.24309392265195,1
78,Branch_106,5348,5356,276.24309392265195,1
79,Branch_107,1824,2000,147.27540500736376,1
80,Branch_108,5436,6249,362.3188405797101,1
81,Branch_111,5949,6249,2000.0,1
82,Branch_112,4781,6494,201.61290322580646,1
83,Branch_113,4752,6457,116.95906432748538,1
84,Branch_114,4330,6509,145.5604075691412,1
85,Branch_115,4341,6457,115.2073732718894,1
86,Branch_116,4341,6509,346.02076124567475,1
87,Branch_117,4752,4781,173.91304347826087,1
88,Branch_118,4330,5622,76.74597083653109,1
89,Branch_119,6219,6509,134.2281879194631,1
90,Branch_120,4781,6059,248.75621890547265,1
91,Branch_121,5060,5495,434.7826086956522,1
92,Branch_122,5201,5495,107.9913606911447,1
93,Branch_123,4414,5201,980.3921568627451,1
94,Branch_124,5201,6574,166.11295681063123,1
95,Branch_125,5905,6574,2000.0,1
96,Branch_130,5436,5949,350.87719298245617,1
97,Branch_131,2856,3070,32.102728731942214,1
98,Branch_132,2856,2925,26.845637583892618,1
99,Branch_133,4548,5905,70.77140835102618,1
100,Branch_134,4548,4588,200.40080160320642,1
101,Branch_135,4588,4753,80.84074373484236,1
102,Branch_136,4782,6494,201.61290322580646,1
103,Branch_137,4753,4782,177.3049645390071,1
104,Branch_138,4588,6477,165.56291390728478,1
105,Branch_139,4782,6060,248.75621890547265,1
106,Branch_140,1999,2554,90.66183136899366,1
107,Branch_141,5062,5949,621.1180124223603,1
108,Branch_142,6615,6700,188.32391713747646,1
109,Branch_143,4542,4872,68.87052341597796,1
110,Branch_144,4872,6480,51.84033177812338,1
111,Branch_145,4542,5531,65.7030223390276,1
112,Branch_146,5531,6615,134.40860215053763,1
113,Branch_147,2365,2629,75.52870090634441,1
114,Branch_148,5062,5949,621.1180124223603,1
115,Branch_150,3107,5396,68.1663258350375,1
116,Branch_151,4303,4614,137.5515818431912,1
117,Branch_152,5304,6700,52.43838489774515,1
118,Branch_153,4303,5382,85.98452278589853,1
119,Branch_154,5304,5382,138.50415512465375,1
120,Branch_155,2874,3149,29.585798816568047,1
121,Branch_156,4861,6701,139.08205841446454,1
122,Branch_158,4918,5315,202.83975659229208,1
123,Branch_160,5313,5472,2000.0,1
124,Branch_161,5315,5472,2000.0,1
125,Branch_162,3803,3882,212.7659574468085,1
126,Branch_163,6366,6462,209.20502092050208,1
127,Branch_164,6366,6700,58.37711617046118,1
128,Branch_165,6229,6366,571.4285714285714,1
129,Branch_166,4971,6366,71.02272727272727,1
130,Branch_167,3465,3843,24.81389578163772,1
131,Branch_168,8327,8570,63.45177664974619,1
132,Branch_169,8327,8408,63.73486297004462,1
133,Branch_170,8327,8482,21.734405564007826,1
134,Branch_171,8622,8647,258.3979328165375,1
135,Branch_172,8482,8560,123.60939431396787,1
136,Branch_173,8560,8622,2000.0,1
137,Branch_174,8115,8647,31.12356053532524,1
138,Branch_175,8506,8647,27.151778441487917,1
139,Branch_176,8115,8316,2000.0,1
140,Branch_177,8161,8316,61.61429451632779,1
141,Branch_178,1914,2412,81.03727714748784,1
142,Branch_179,5115,5602,104.9317943336831,1
143,Branch_183,5111,5267,245.09803921568627,1
144,Branch_186,2432,2554,21.408691928923144,1
145,Branch_187,5109,5267,242.13075060532688,1
146,Branch_188,4851,6285,117.9245283018868,1
147,Branch_189,6354,6708,147.05882352941177,1
148,Branch_190,5118,6285,119.47431302270012,1
149,Branch_191,6285,6636,621.1180124223603,1
150,Branch_192,4766,5109,1123.5955056179776,1
151,Branch_194,4766,4969,1282.051282051282,1
152,Branch_195,6354,6636,1538.4615384615386,1
153,Branch_198,1872,3369,15.299877600979192,1
154,Branch_200,4368,5267,116.95906432748538,1
155,Branch_201,4368,4525,109.40919037199124,1
156,Branch_203,1976,2702,20.837674515524068,1
157,Branch_204,2947,3182,19.04036557501904,1
158,Branch_205,2839,3062,34.73428273706148,1
159,Branch_206,2947,3062,31.201248049921997,1
160,Branch_207,1902,2702,46.2962962962963,1
161,Branch_208,3066,3305,2000.0,1
162,Branch_210,3060,3109,97.46588693957115,1
163,Branch_212,2947,2984,39.666798889329634,1
164,Branch_213,2984,3060,70.52186177715092,1
165,Branch_214,2984,3305,2000.0,1
166,Branch_215,3045,3158,64.06149903907752,1
167,Branch_216,3045,3261,126.26262626262626,1
168,Branch_217,2871,3045,45.20795660036166,1
169,Branch_218,3063,3158,73.96449704142012,1
170,Branch_219,2871,3057,45.20795660036166,1
171,Branch_220,2947,3063,35.4735721887194,1
172,Branch_223,2073,2095,59.701492537313435,1
173,Branch_225,2115,4055,17.911517105498834,1
174,Branch_226,9305,9367,223.71364653243847,1
175,Branch_227,4579,6606,15.559358954411078,1
176,Branch_236,2672,2769,7.957981855801369,1
177,Branch_238,4393,5042,13.05653479566523,1
178,Branch_239,4393,4956,17.37921445950643,1
179,Branch_241,5042,5754,46.62004662004662,1
180,Branch_242,5754,5818,2000.0,1
181,Branch_243,4579,6086,35.98416696653472,1
182,Branch_244,5754,6086,19.952114924181963,1
183,Branch_245,3011,3134,165.8374792703151,1
184,Branch_246,2823,3011,72.04610951008645,1
185,Branch_247,3011,3298,333.3333333333333,1
186,Branch_248,3015,3134,763.3587786259542,1
187,Branch_249,2823,3009,47.57373929590866,1
