gen,generator_name,n,cap
1,GN_8,220,
2,GN_14,9618,194.2
3,GN_16,344,
4,GN_17,4702,
5,GN_22,9002,
6,GN_28,2895,
7,GN_30,3409,
8,GN_31,311,36.0
9,GN_39,3515,
10,GN_40,4621,
11,GN_42,4621,
12,GN_44,4622,
13,GN_50,2935,
14,GN_51,8168,
15,GN_54,2945,
16,GN_56,3612,
17,GN_61,4644,
18,GN_62,4646,
19,GN_71,4606,
20,GN_73,7950,
21,GN_74,4884,
22,GN_82,3603,
23,GN_84,3992,
24,GN_87,9810,
25,GN_91,350,40.0
26,GN_95,43,62.0
27,GN_97,45,64.3
28,GN_98,8820,
29,GN_99,8820,
30,GN_106,1882,169.3491429708
31,GN_107,1881,169.3491429708
32,GN_108,1880,258.0017140584
33,GN_116,1138,51.0
34,GN_118,1140,50.9
35,GN_119,1141,48.3
36,GN_122,140,
37,GN_123,141,
38,GN_125,7600,
39,GN_126,4804,
40,GN_131,2070,
41,GN_136,8996,
42,GN_143,9498,
43,GN_145,3954,
44,GN_146,3953,
45,GN_149,4921,
46,GN_150,4922,
47,GN_152,6744,
48,GN_155,6921,
49,GN_156,8892,
50,GN_170,2647,
51,GN_175,2651,48.0
52,GN_176,2652,47.0
53,GN_178,3477,
54,GN_179,3474,
55,GN_182,8981,
56,GN_184,8980,
57,GN_197,183,51.0
58,GN_198,184,51.0
59,GN_203,190,50.8
60,GN_212,3232,
61,GN_220,563,197.302857024
62,GN_221,564,197.302857024
63,GN_225,503,28.375
64,GN_228,507,113.5
65,GN_230,9097,312.952606587
66,GN_232,9092,154.023696396
67,GN_237,2182,785.0
68,GN_240,2176,420.0
69,GN_241,2173,410.0
70,GN_242,78,43.0
71,GN_243,79,43.0
72,GN_245,985,137.133333271
73,GN_251,3622,
74,GN_252,3622,
75,GN_265,9056,
76,GN_266,8599,
77,GN_273,1062,476.74630214375
78,GN_275,1277,30.0
79,GN_277,1276,121.0625
80,GN_280,1274,94.32234425
81,GN_282,657,205.0
82,GN_284,659,209.25816037
83,GN_288,8282,144.4093686
84,GN_292,7205,
85,GN_303,3512,
86,GN_306,525,298.85
87,GN_307,528,257.15
88,GN_308,530,314.0
89,GN_310,4845,
90,GN_322,6147,
91,GN_324,9679,
92,GN_325,8384,655.0
93,GN_327,9075,
94,GN_328,4739,
95,GN_329,4739,
96,GN_335,9637,
97,GN_336,8791,
98,GN_337,8236,
99,GN_339,3600,
100,GN_343,6512,1227.0
101,GN_349,2967,
102,GN_359,862,180.642701405
103,GN_360,863,165.358521018
104,GN_361,865,154.836601425
105,GN_364,4038,104.0
106,GN_371,194,
107,GN_378,5214,
108,GN_381,5210,81.3
109,GN_382,5208,81.0
110,GN_385,8763,
111,GN_387,477,189.506750664
112,GN_397,6728,56.5
113,GN_402,9890,
114,GN_409,3839,
115,GN_411,647,36.11940299
116,GN_421,9873,
117,GN_424,222,
118,GN_426,9455,
119,GN_427,1290,
120,GN_441,4000,
121,GN_451,8299,
122,GN_452,8299,
123,GN_454,2130,
124,GN_455,2093,
125,GN_456,2118,
126,GN_463,7681,
127,GN_468,8154,
128,GN_469,9086,
129,GN_471,4825,
130,GN_476,9073,
131,GN_478,4712,
132,GN_481,5424,108.95048690625
133,GN_484,7934,
134,GN_486,8081,
135,GN_489,592,2.925
136,GN_498,591,3.375
137,GN_499,592,2.95
138,GN_501,8417,
139,GN_505,8485,
140,GN_506,8484,
141,GN_508,9069,
142,GN_512,4707,
143,GN_515,3534,183.953488175
144,GN_516,3535,197.093023085
145,GN_517,2849,
146,GN_520,4760,
147,GN_521,4757,
148,GN_524,7517,
149,GN_528,7225,
150,GN_529,6103,
151,GN_536,679,0.0
152,GN_537,680,0.0
153,GN_542,664,26.50306752
154,GN_543,666,40.0
155,GN_544,668,0.0
156,GN_557,4024,173.472868296
157,GN_561,4020,191.708333155
158,GN_563,4430,
159,GN_569,5376,175.063917768
160,GN_574,8159,176.324
161,GN_579,3833,156.4238370882
162,GN_580,3831,156.4238370882
163,GN_581,3830,398.6284887354
164,GN_584,2909,
165,GN_586,1109,
166,GN_588,251,68.0
167,GN_590,249,69.0
168,GN_591,248,53.0
169,GN_596,2332,132.0
170,GN_598,2114,
171,GN_599,8173,
172,GN_604,9864,
173,GN_610,9577,
174,GN_612,9574,
175,GN_616,7202,
176,GN_632,1814,162.092526876
177,GN_634,1817,158.927383496
178,GN_636,1815,206.814946779
179,GN_638,7828,
180,GN_646,1928,254.1
181,GN_648,1927,258.215
182,GN_650,91,
183,GN_652,8689,
184,GN_654,2843,
185,GN_660,3164,
186,GN_663,2862,
187,GN_666,7910,
188,GN_667,7910,
189,GN_668,7911,
190,GN_681,8833,
191,GN_684,198,
192,GN_687,3976,
193,GN_690,7278,
194,GN_695,9571,
195,GN_696,9569,
196,GN_700,9887,
197,GN_709,9704,
198,GN_712,3166,
199,GN_721,9836,
200,GN_725,2930,
201,GN_730,1754,51.0
202,GN_733,1757,51.0
203,GN_734,1758,51.0
204,GN_742,158,
205,GN_746,6775,
206,GN_748,8176,
207,GN_749,2400,
208,GN_750,3169,
209,GN_763,7451,
210,GN_764,7710,
211,GN_770,9255,338.87
212,GN_771,9250,161.685
213,GN_772,9251,161.685
214,GN_777,7981,
215,GN_782,8061,103.0
216,GN_785,6945,
217,GN_787,2096,
218,GN_794,1079,
219,GN_795,3725,
220,GN_799,8727,162.0
221,GN_801,8726,94.754098296
222,GN_808,6139,523.0
223,GN_809,6267,
224,GN_815,8970,
225,GN_824,7722,
226,GN_834,1859,178.74509806
227,GN_835,9058,
228,GN_837,9417,175.41401256
229,GN_839,9416,190.738853688
230,GN_840,9415,227.6687259714
231,GN_843,8809,
232,GN_847,8085,
233,GN_848,1978,
234,GN_849,345,
235,GN_861,9639,
236,GN_862,1892,
237,GN_868,9796,
238,GN_872,2901,
239,GN_884,9014,
240,GN_887,6441,568.0
241,GN_889,6067,263.0
242,GN_896,4695,
243,GN_898,6870,
244,GN_906,3444,78.225
245,GN_907,9558,
246,GN_918,6466,111.0
247,GN_919,357,
248,GN_921,8877,
249,GN_925,9683,
250,GN_929,3698,820.0
251,GN_931,5016,
252,GN_932,9066,
253,GN_934,9881,
254,GN_937,4835,
255,GN_939,364,
256,GN_940,9381,
257,GN_944,710,
258,GN_953,1536,
259,GN_958,926,9.0
260,GN_959,923,2.75
261,GN_960,928,0.0
262,GN_962,927,1.0
263,GN_964,8144,
264,GN_972,4639,
265,GN_974,9851,
266,GN_975,9852,
267,GN_976,9854,
268,GN_978,8469,322.023696633
269,GN_979,8473,171.0
270,GN_982,7538,
271,GN_987,1997,
272,GN_992,7427,113.569363524375
273,GN_993,7426,218.306065276945
274,GN_994,7428,147.884253225875
275,GN_995,3859,855.0
276,GN_996,3857,845.0
