l,branch_name,from_bus,to_bus,suscept,available
1,Branch_2,3972,5489,2000.0,1
2,Branch_3,5208,5230,2000.0,1
3,Branch_4,5897,6165,51.4668039114771,1
4,Branch_5,5093,5643,127.2264631043257,1
5,Branch_6,5323,5524,89.28571428571429,1
6,Branch_7,9530,10007,2000.0,1
7,Branch_8,6745,6841,67.24949562878278,1
8,Branch_9,6745,6940,72.67441860465117,1
9,Branch_10,6745,6777,129.5336787564767,1
10,Branch_11,4392,5911,2000.0,1
11,Branch_12,1850,1875,28.153153153153152,1
12,Branch_13,4368,5961,1123.5955056179776,1
13,Branch_14,5961,6141,182.4817518248175,1
14,Branch_15,3863,6090,159.4896331738437,1
15,Branch_19,5172,5533,87.71929824561404,1
16,Branch_20,5533,6090,107.29613733905579,1
17,Branch_22,4929,5805,107.75862068965517,1
18,Branch_24,4273,5737,57.93742757821553,1
19,Branch_25,5737,5805,74.96251874062969,1
20,Branch_26,2415,2644,11.723329425556859,1
21,Branch_27,4077,4368,289.8550724637681,1
22,Branch_28,4273,4599,36.205648081100655,1
23,Branch_29,5279,6030,112.73957158962796,1
24,Branch_30,5874,6030,75.24454477050413,1
25,Branch_31,5279,5402,58.75440658049354,1
26,Branch_32,4599,6030,50.53057099545225,1
27,Branch_33,4273,4905,28.951939779965258,1
28,Branch_35,4273,5940,46.403712296983755,1
29,Branch_36,3939,5940,18.96453631708705,1
30,Branch_38,1919,2256,342.4657534246575,1
31,Branch_39,5522,6222,160.0,1
32,Branch_40,4207,4330,256.4102564102564,1
33,Branch_41,5596,6222,649.3506493506494,1
34,Branch_42,5596,5845,1639.344262295082,1
35,Branch_43,4330,5845,156.49452269170578,1
36,Branch_49,4209,5844,97.18172983479106,1
37,Branch_50,5844,6202,826.4462809917355,1
38,Branch_51,6202,6223,793.6507936507936,1
39,Branch_52,4986,5522,150.37593984962405,1
40,Branch_53,4986,6223,1075.268817204301,1
41,Branch_56,4926,4966,157.48031496062993,1
42,Branch_57,4966,5722,1282.051282051282,1
43,Branch_58,4966,5807,268.81720430107526,1
