l,branch_name,from_bus,to_bus,suscept,available
1,Branch_1,5882,5974,143.67816091954023,1
2,Branch_2,5805,6689,2000.0,1
3,Branch_3,6422,6436,2000.0,1
4,Branch_4,5251,5508,51.4668039114771,1
5,Branch_5,5023,6313,127.2264631043257,1
6,Branch_6,4912,6525,89.28571428571429,1
7,Branch_7,9074,9248,2000.0,1
8,Branch_8,3642,3728,67.24949562878278,1
9,Branch_9,3642,3818,72.67441860465117,1
10,Branch_10,3642,3672,129.5336787564767,1
11,Branch_11,4239,5264,2000.0,1
12,Branch_12,2598,2622,28.153153153153152,1
13,Branch_13,4219,5312,1123.5955056179776,1
14,Branch_14,5312,5484,182.4817518248175,1
15,Branch_15,4649,5439,159.4896331738437,1
16,Branch_18,5106,6387,138.69625520110958,1
17,Branch_19,4920,6387,87.71929824561404,1
18,Branch_20,4920,5439,107.29613733905579,1
19,Branch_22,4731,5171,107.75862068965517,1
20,Branch_23,4731,5106,375.9398496240602,1
21,Branch_24,5108,6079,57.93742757821553,1
22,Branch_25,5108,5171,74.96251874062969,1
23,Branch_26,2184,2395,11.723329425556859,1
24,Branch_27,4219,5906,289.8550724637681,1
25,Branch_28,4425,6079,36.205648081100655,1
26,Branch_29,5380,6478,112.73957158962796,1
27,Branch_30,5230,5380,75.24454477050413,1
28,Branch_31,6478,6603,58.75440658049354,1
29,Branch_32,4425,5380,50.53057099545225,1
30,Branch_33,4703,6079,28.951939779965258,1
31,Branch_34,4703,4704,342.4657534246575,1
32,Branch_35,5291,6079,46.403712296983755,1
33,Branch_36,5291,5776,18.96453631708705,1
34,Branch_37,4704,5287,58.9622641509434,1
35,Branch_38,2027,2663,342.4657534246575,1
36,Branch_39,4910,5565,160.0,1
37,Branch_40,4184,6015,256.4102564102564,1
38,Branch_41,4980,5565,649.3506493506494,1
39,Branch_42,4980,5210,1639.344262295082,1
40,Branch_43,4184,5210,156.49452269170578,1
41,Branch_46,4704,5106,96.15384615384616,1
42,Branch_47,1821,2189,117.78563015312132,1
43,Branch_49,5209,6017,97.18172983479106,1
44,Branch_50,5209,5545,826.4462809917355,1
45,Branch_51,5545,5566,793.6507936507936,1
46,Branch_52,4793,4910,150.37593984962405,1
47,Branch_53,4793,5566,1075.268817204301,1
48,Branch_56,4728,6240,157.48031496062993,1
49,Branch_57,5098,6240,1282.051282051282,1
50,Branch_58,5172,6240,268.81720430107526,1
51,Branch_60,5521,6686,78.98894154818325,1
52,Branch_63,5283,6686,115.2073732718894,1
53,Branch_64,4924,5283,346.02076124567475,1
54,Branch_65,4924,6445,134.2281879194631,1
55,Branch_66,5481,5957,166.9449081803005,1
56,Branch_70,5481,5521,200.40080160320642,1
57,Branch_71,4892,5521,165.56291390728478,1
58,Branch_73,4509,4924,50.25125628140704,1
59,Branch_74,4728,5957,126.90355329949239,1
60,Branch_75,4728,6239,157.48031496062993,1
61,Branch_76,5097,6239,1562.5,1
62,Branch_77,2276,2522,76.21951219512195,1
63,Branch_78,5728,5906,283.28611898017,1
64,Branch_79,5728,5974,118.48341232227489,1
65,Branch_80,5355,6100,980.3921568627451,1
66,Branch_85,5144,6100,222.22222222222223,1
67,Branch_87,4987,6100,166.11295681063123,1
68,Branch_93,4495,5144,2000.0,1
69,Branch_94,4495,6166,163.3986928104575,1
70,Branch_95,5973,6166,434.7826086956522,1
71,Branch_97,4728,4987,2000.0,1
72,Branch_98,4508,6655,59.73715651135006,1
73,Branch_99,4508,6102,55.40166204986149,1
74,Branch_100,5931,5973,98.91196834817013,1
75,Branch_101,5583,5931,59.171597633136095,1
76,Branch_102,5583,5860,58.445353594389246,1
77,Branch_103,4921,6102,163.3986928104575,1
78,Branch_104,4508,5860,37.764350453172206,1
79,Branch_105,6138,6145,276.24309392265195,1
80,Branch_106,6137,6145,276.24309392265195,1
81,Branch_107,1883,2663,142.65335235378032,1
82,Branch_110,4356,4775,344.82758620689657,1
83,Branch_112,4910,5705,201.61290322580646,1
84,Branch_113,5676,6685,116.95906432748538,1
85,Branch_114,4923,5273,145.5604075691412,1
86,Branch_115,5284,6685,115.2073732718894,1
87,Branch_116,4923,5284,346.02076124567475,1
88,Branch_117,5676,5705,173.91304347826087,1
89,Branch_118,4509,5273,76.74597083653109,1
90,Branch_119,4923,6444,134.2281879194631,1
91,Branch_120,5705,6297,248.75621890547265,1
92,Branch_121,5973,6165,434.7826086956522,1
93,Branch_122,6101,6165,107.9913606911447,1
94,Branch_123,5354,6101,980.3921568627451,1
95,Branch_124,4988,6101,166.11295681063123,1
96,Branch_125,4728,4988,2000.0,1
97,Branch_130,4356,4775,346.02076124567475,1
98,Branch_131,3762,3993,32.102728731942214,1
99,Branch_132,3762,3831,26.845637583892618,1
100,Branch_133,4728,5482,70.77140835102618,1
101,Branch_134,5482,5522,200.40080160320642,1
102,Branch_135,5522,5677,80.84074373484236,1
103,Branch_136,4910,5706,201.61290322580646,1
104,Branch_137,5677,5706,177.3049645390071,1
105,Branch_138,4891,5522,165.56291390728478,1
106,Branch_139,5706,6298,248.75621890547265,1
107,Branch_140,1883,2421,90.66183136899366,1
108,Branch_141,4775,5974,574.7126436781609,1
